name,coin,price,marketcap,supply,type
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Ethereum,ETH,3478.77,412713875351,117894027,coin
Cardano,ADA,2.11,69910856689,32899071908,coin
Cardano,ADA,2.11,69910856689,32899071908,coin
Cardano,ADA,2.11,69910856689,32899071908,coin
Cardano,ADA,2.11,69910856689,32899071908,coin
Cardano,ADA,2.11,69910856689,32899071908,coin
Cardano,ADA,2.11,69910856689,32899071908,coin
Cardano,ADA,2.11,69910856689,32899071908,coin
Tether,USDT,1.00,68767082297,68709070064,coin
Tether,USDT,1.00,68767082297,68709070064,coin
Tether,USDT,1.00,68767082297,68709070064,coin
Tether,USDT,1.00,68767082297,68709070064,coin
Tether,USDT,1.00,68767082297,68709070064,coin
Tether,USDT,1.00,68767082297,68709070064,coin
Tether,USDT,1.00,68767082297,68709070064,coin
Binance Coin,BNB,402.18,68003472179,168137036,coin
Binance Coin,BNB,402.18,68003472179,168137036,coin
Binance Coin,BNB,402.18,68003472179,168137036,coin
Binance Coin,BNB,402.18,68003472179,168137036,coin
Binance Coin,BNB,402.18,68003472179,168137036,coin
Binance Coin,BNB,402.18,68003472179,168137036,coin
Binance Coin,BNB,402.18,68003472179,168137036,coin
XRP,XRP,1.09,51728222458,46805773456,coin
XRP,XRP,1.09,51728222458,46805773456,coin
XRP,XRP,1.09,51728222458,46805773456,coin
XRP,XRP,1.09,51728222458,46805773456,coin
XRP,XRP,1.09,51728222458,46805773456,coin
Solana,SOL,142.98,43342559332,299765518,coin
Solana,SOL,142.98,43342559332,299765518,coin
Solana,SOL,142.98,43342559332,299765518,coin
Solana,SOL,142.98,43342559332,299765518,coin
Polkadot,DOT,33.37,33244484076,987579315,coin
Polkadot,DOT,33.37,33244484076,987579315,coin
Polkadot,DOT,33.37,33244484076,987579315,coin
USD Coin,USDC,1.00,33224161584,33207976179,coin
USD Coin,USDC,1.00,33224161584,33207976179,coin
USD Coin,USDC,1.00,33224161584,33207976179,coin
Dogecoin,DOGE,0.2247,29858037502,131665029434,coin
Dogecoin,DOGE,0.2247,29858037502,131665029434,coin
Dogecoin,DOGE,0.2247,29858037502,131665029434,coin
